number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
762,-0.5984465240313636,2026-03-31 19:19:59.975296,2026-03-31 19:20:05.919576,0 days 00:00:05.944280,32,1,2,9264,COMPLETE
763,-0.5982013203899186,2026-03-31 19:20:05.936829,2026-03-31 19:20:12.301199,0 days 00:00:06.364370,28,1,2,9996,COMPLETE
764,-0.5876756715199102,2026-03-31 19:20:12.330197,2026-03-31 19:20:18.291183,0 days 00:00:05.960986,33,5,14,9535,COMPLETE
765,-0.5978611875412486,2026-03-31 19:20:18.311835,2026-03-31 19:20:24.475905,0 days 00:00:06.164070,35,1,3,9722,COMPLETE
766,-0.5736540432362907,2026-03-31 19:20:24.504868,2026-03-31 19:20:30.436651,0 days 00:00:05.931783,40,2,2,9394,COMPLETE
767,-0.5987914256460845,2026-03-31 19:20:30.456891,2026-03-31 19:20:36.599464,0 days 00:00:06.142573,31,1,2,9642,COMPLETE
768,-0.5975128555976412,2026-03-31 19:20:36.620497,2026-03-31 19:20:43.018812,0 days 00:00:06.398315,38,1,3,9995,COMPLETE
769,-0.5973614079803328,2026-03-31 19:20:43.035893,2026-03-31 19:20:48.764781,0 days 00:00:05.728888,34,2,19,9133,COMPLETE
770,-0.598580703283605,2026-03-31 19:20:48.793903,2026-03-31 19:20:54.988063,0 days 00:00:06.194160,14,1,2,9704,COMPLETE
771,-0.5739179823834331,2026-03-31 19:20:55.009036,2026-03-31 19:21:01.145570,0 days 00:00:06.136534,37,2,2,9527,COMPLETE
772,-0.5977445097820999,2026-03-31 19:21:01.175183,2026-03-31 19:21:07.407322,0 days 00:00:06.232139,35,1,3,9805,COMPLETE
773,-0.5981550249746584,2026-03-31 19:21:07.436663,2026-03-31 19:21:13.760118,0 days 00:00:06.323455,30,1,2,10000,COMPLETE
774,-0.573662997385121,2026-03-31 19:21:13.780550,2026-03-31 19:21:19.727059,0 days 00:00:05.946509,36,2,2,9371,COMPLETE
775,-0.5985220832655177,2026-03-31 19:21:19.747509,2026-03-31 19:21:25.465553,0 days 00:00:05.718044,33,1,2,8962,COMPLETE
776,-0.5977633063740703,2026-03-31 19:21:25.494251,2026-03-31 19:21:31.739838,0 days 00:00:06.245587,39,1,3,9796,COMPLETE
777,-0.59883642658399,2026-03-31 19:21:31.757133,2026-03-31 19:21:37.809386,0 days 00:00:06.052253,29,1,2,9558,COMPLETE
778,-0.5735952846973346,2026-03-31 19:21:37.829962,2026-03-31 19:21:43.675305,0 days 00:00:05.845343,32,2,2,9279,COMPLETE
779,-0.5974521183447379,2026-03-31 19:21:43.695796,2026-03-31 19:21:50.019719,0 days 00:00:06.323923,31,1,3,10000,COMPLETE
780,-0.5940814686137955,2026-03-31 19:21:50.047543,2026-03-31 19:21:56.120956,0 days 00:00:06.073413,38,7,2,9667,COMPLETE
781,-0.5983796501818837,2026-03-31 19:21:56.141902,2026-03-31 19:22:02.374335,0 days 00:00:06.232433,36,1,2,9818,COMPLETE
782,-0.7183205163488311,2026-03-31 19:22:02.394666,2026-03-31 19:22:05.300920,0 days 00:00:02.906254,37,14,2,4947,COMPLETE
783,-0.5983286753929418,2026-03-31 19:22:05.322590,2026-03-31 19:22:11.389239,0 days 00:00:06.066649,34,1,3,9511,COMPLETE
784,-0.5735422073438536,2026-03-31 19:22:11.409770,2026-03-31 19:22:17.624522,0 days 00:00:06.214752,30,2,2,9807,COMPLETE
785,-0.5980733196940214,2026-03-31 19:22:17.652451,2026-03-31 19:22:23.612573,0 days 00:00:05.960122,28,1,3,9410,COMPLETE
786,-0.598763257223356,2026-03-31 19:22:23.634785,2026-03-31 19:22:29.734731,0 days 00:00:06.099946,33,1,2,9644,COMPLETE
787,-0.5735991105101558,2026-03-31 19:22:29.753003,2026-03-31 19:22:35.591599,0 days 00:00:05.838596,32,2,2,9247,COMPLETE
788,-0.5983645005117861,2026-03-31 19:22:35.615667,2026-03-31 19:22:41.816538,0 days 00:00:06.200871,40,1,2,9788,COMPLETE
789,-0.573891301260127,2026-03-31 19:22:41.841466,2026-03-31 19:22:47.865275,0 days 00:00:06.023809,35,2,3,9524,COMPLETE
790,-0.598371651684922,2026-03-31 19:22:47.890991,2026-03-31 19:22:54.134545,0 days 00:00:06.243554,31,1,2,9825,COMPLETE
791,-0.5978697453926121,2026-03-31 19:22:54.152532,2026-03-31 19:22:59.911730,0 days 00:00:05.759198,37,1,3,9101,COMPLETE
792,-0.5734631710193995,2026-03-31 19:22:59.935989,2026-03-31 19:23:06.206828,0 days 00:00:06.270839,10,2,2,9993,COMPLETE
793,-0.5984113123455375,2026-03-31 19:23:06.223937,2026-03-31 19:23:10.252486,0 days 00:00:04.028549,38,1,2,6292,COMPLETE
794,-0.5736954673603204,2026-03-31 19:23:10.282822,2026-03-31 19:23:16.343535,0 days 00:00:06.060713,36,2,2,9633,COMPLETE
795,-0.5980196347731301,2026-03-31 19:23:16.360539,2026-03-31 19:23:22.382144,0 days 00:00:06.021605,34,1,3,9394,COMPLETE
796,-0.598399009170885,2026-03-31 19:23:22.400616,2026-03-31 19:23:28.648623,0 days 00:00:06.248007,39,1,2,9820,COMPLETE
797,-0.5988230387320557,2026-03-31 19:23:28.662280,2026-03-31 19:23:34.757084,0 days 00:00:06.094804,30,1,2,9608,COMPLETE
798,-0.5975206877971673,2026-03-31 19:23:34.777599,2026-03-31 19:23:41.112507,0 days 00:00:06.334908,29,1,3,9994,COMPLETE
799,-0.573587219862051,2026-03-31 19:23:41.141138,2026-03-31 19:23:47.008758,0 days 00:00:05.867620,32,2,2,9301,COMPLETE
800,-0.6010663109145409,2026-03-31 19:23:47.036511,2026-03-31 19:23:53.180095,0 days 00:00:06.143584,5,1,2,9685,COMPLETE
801,-0.5988439496543463,2026-03-31 19:23:53.206042,2026-03-31 19:23:59.218857,0 days 00:00:06.012815,36,1,2,9492,COMPLETE
802,-0.5684713429137268,2026-03-31 19:23:59.248243,2026-03-31 19:24:05.454850,0 days 00:00:06.206607,33,3,3,9802,COMPLETE
803,-0.6298532872259257,2026-03-31 19:24:05.480812,2026-03-31 19:24:11.065922,0 days 00:00:05.585110,35,9,2,8924,COMPLETE
804,-0.5734479334249014,2026-03-31 19:24:11.094387,2026-03-31 19:24:17.319753,0 days 00:00:06.225366,31,2,2,9834,COMPLETE
805,-0.5966748880838901,2026-03-31 19:24:17.347022,2026-03-31 19:24:20.375125,0 days 00:00:03.028103,37,1,4,4674,COMPLETE
806,-0.5734607839184047,2026-03-31 19:24:20.395252,2026-03-31 19:24:26.227422,0 days 00:00:05.832170,38,2,3,9186,COMPLETE
807,-0.598918293248188,2026-03-31 19:24:26.247892,2026-03-31 19:24:32.310741,0 days 00:00:06.062849,29,1,2,9522,COMPLETE
808,-0.7237047898954851,2026-03-31 19:24:32.336893,2026-03-31 19:24:37.814172,0 days 00:00:05.477279,32,19,2,9674,COMPLETE
809,-0.6081395739601565,2026-03-31 19:24:37.842103,2026-03-31 19:24:43.991078,0 days 00:00:06.148975,34,1,12,9822,COMPLETE
810,-0.5980261591153597,2026-03-31 19:24:44.015389,2026-03-31 19:24:50.013925,0 days 00:00:05.998536,28,1,3,9396,COMPLETE
811,-0.5981599768870781,2026-03-31 19:24:50.030930,2026-03-31 19:24:56.383184,0 days 00:00:06.352254,30,1,2,9999,COMPLETE
812,-0.5986968915597375,2026-03-31 19:24:56.400332,2026-03-31 19:25:02.655144,0 days 00:00:06.254812,33,1,2,9664,COMPLETE
813,-0.6963025677988653,2026-03-31 19:25:02.670018,2026-03-31 19:25:08.685679,0 days 00:00:06.015661,35,13,3,9995,COMPLETE
814,-0.5762190041442277,2026-03-31 19:25:08.702953,2026-03-31 19:25:14.671160,0 days 00:00:05.968207,39,2,6,9482,COMPLETE
815,-0.5734401654111216,2026-03-31 19:25:14.689381,2026-03-31 19:25:20.467074,0 days 00:00:05.777693,27,2,2,9111,COMPLETE
816,-0.598337292064002,2026-03-31 19:25:20.485522,2026-03-31 19:25:26.758637,0 days 00:00:06.273115,37,1,2,9827,COMPLETE
817,-0.5987383216894558,2026-03-31 19:25:26.775971,2026-03-31 19:25:32.894766,0 days 00:00:06.118795,31,1,2,9653,COMPLETE
818,-0.5736646966172445,2026-03-31 19:25:32.923626,2026-03-31 19:25:38.808658,0 days 00:00:05.885032,36,2,2,9350,COMPLETE
819,-0.5981340551604999,2026-03-31 19:25:38.825471,2026-03-31 19:25:44.944825,0 days 00:00:06.119354,34,1,3,9656,COMPLETE
820,-0.5983086020997868,2026-03-31 19:25:44.973520,2026-03-31 19:25:51.253858,0 days 00:00:06.280338,30,1,2,9833,COMPLETE
821,-0.5974521183447378,2026-03-31 19:25:51.272685,2026-03-31 19:25:57.586584,0 days 00:00:06.313899,37,1,3,10000,COMPLETE
822,-0.5738663127930186,2026-03-31 19:25:57.603669,2026-03-31 19:26:03.602964,0 days 00:00:05.999295,38,2,2,9512,COMPLETE
823,-0.5685344306052276,2026-03-31 19:26:03.620648,2026-03-31 19:26:09.680783,0 days 00:00:06.060135,32,3,2,9674,COMPLETE
824,-0.5985390229651205,2026-03-31 19:26:09.707111,2026-03-31 19:26:15.591955,0 days 00:00:05.884844,29,1,2,9290,COMPLETE
825,-0.5735147048797253,2026-03-31 19:26:15.612769,2026-03-31 19:26:21.851953,0 days 00:00:06.239184,31,2,3,9819,COMPLETE
826,-0.5988227788438758,2026-03-31 19:26:21.869286,2026-03-31 19:26:27.897465,0 days 00:00:06.028179,39,1,2,9488,COMPLETE
827,-0.5984919181267014,2026-03-31 19:26:27.918026,2026-03-31 19:26:33.617920,0 days 00:00:05.699894,35,1,2,8935,COMPLETE
828,-0.5983835795071901,2026-03-31 19:26:33.644920,2026-03-31 19:26:39.903050,0 days 00:00:06.258130,34,1,2,9824,COMPLETE
829,-0.597779749194558,2026-03-31 19:26:39.921558,2026-03-31 19:26:45.747521,0 days 00:00:05.825963,36,1,3,9174,COMPLETE
830,-0.5737324170845837,2026-03-31 19:26:45.775556,2026-03-31 19:26:51.918857,0 days 00:00:06.143301,31,2,2,9619,COMPLETE
831,-0.5984420633758891,2026-03-31 19:26:51.935881,2026-03-31 19:26:57.878513,0 days 00:00:05.942632,33,1,2,9374,COMPLETE
832,-0.597688896628352,2026-03-31 19:26:57.895692,2026-03-31 19:27:04.133019,0 days 00:00:06.237327,38,1,3,9828,COMPLETE
833,-0.5846196399011536,2026-03-31 19:27:04.150654,2026-03-31 19:27:10.183181,0 days 00:00:06.032527,28,2,10,9573,COMPLETE
834,-0.5980155685486424,2026-03-31 19:27:10.211697,2026-03-31 19:27:16.445254,0 days 00:00:06.233557,30,1,4,9835,COMPLETE
835,-0.573715310075701,2026-03-31 19:27:16.462756,2026-03-31 19:27:22.712811,0 days 00:00:06.250055,32,2,2,9661,COMPLETE
836,-0.5986656860669793,2026-03-31 19:27:22.729804,2026-03-31 19:27:28.689444,0 days 00:00:05.959640,37,1,2,9416,COMPLETE
837,-0.5982826135393273,2026-03-31 19:27:28.706699,2026-03-31 19:27:34.944198,0 days 00:00:06.237499,41,1,2,9835,COMPLETE
838,-0.597479409082349,2026-03-31 19:27:34.969881,2026-03-31 19:27:40.501627,0 days 00:00:05.531746,35,1,3,8724,COMPLETE
839,-0.5734544989418557,2026-03-31 19:27:40.530445,2026-03-31 19:27:46.807690,0 days 00:00:06.277245,33,2,2,9987,COMPLETE
840,-0.6079268695533935,2026-03-31 19:27:46.833311,2026-03-31 19:27:52.639185,0 days 00:00:05.805874,29,1,11,9161,COMPLETE
841,-0.5686709980724973,2026-03-31 19:27:52.658588,2026-03-31 19:27:55.035688,0 days 00:00:02.377100,36,3,3,3662,COMPLETE
842,-0.5737328947592899,2026-03-31 19:27:55.064023,2026-03-31 19:28:01.195254,0 days 00:00:06.131231,39,2,2,9658,COMPLETE
843,-0.5988227788438758,2026-03-31 19:28:01.212600,2026-03-31 19:28:07.496292,0 days 00:00:06.283692,30,1,2,9488,COMPLETE
844,-0.6053585217240597,2026-03-31 19:28:07.514452,2026-03-31 19:28:13.785080,0 days 00:00:06.270628,32,1,7,9992,COMPLETE
845,-0.598187020621286,2026-03-31 19:28:13.803948,2026-03-31 19:28:20.155542,0 days 00:00:06.351594,26,1,2,9997,COMPLETE
846,-0.5978768753000409,2026-03-31 19:28:20.183448,2026-03-31 19:28:26.111054,0 days 00:00:05.927606,34,1,3,9299,COMPLETE
847,-0.5737073099754217,2026-03-31 19:28:26.139025,2026-03-31 19:28:32.282969,0 days 00:00:06.143944,38,2,2,9663,COMPLETE
848,-0.6399879090091287,2026-03-31 19:28:32.310481,2026-03-31 19:28:38.450198,0 days 00:00:06.139717,31,10,3,9800,COMPLETE
849,-0.5950745037676978,2026-03-31 19:28:38.467050,2026-03-31 19:28:38.642660,0 days 00:00:00.175610,37,1,2,108,COMPLETE
850,-0.5989688543761197,2026-03-31 19:28:38.664181,2026-03-31 19:28:44.812618,0 days 00:00:06.148437,36,1,2,9514,COMPLETE
851,-0.6650168736414401,2026-03-31 19:28:44.830016,2026-03-31 19:28:50.389016,0 days 00:00:05.559000,40,12,2,9028,COMPLETE
852,-0.5736740009425476,2026-03-31 19:28:50.406453,2026-03-31 19:28:56.536606,0 days 00:00:06.130153,33,2,2,9708,COMPLETE
853,-0.5977860980582592,2026-03-31 19:28:56.560682,2026-03-31 19:29:02.478544,0 days 00:00:05.917862,35,1,3,9319,COMPLETE
854,-0.5978175523625948,2026-03-31 19:29:02.497233,2026-03-31 19:29:08.681630,0 days 00:00:06.184397,38,2,17,9845,COMPLETE
855,-0.5987984434288497,2026-03-31 19:29:08.698617,2026-03-31 19:29:14.804669,0 days 00:00:06.106052,29,1,2,9561,COMPLETE
856,-0.5972810762637847,2026-03-31 19:29:14.825702,2026-03-31 19:29:19.011663,0 days 00:00:04.185961,31,1,3,6548,COMPLETE
857,-0.5986080017967348,2026-03-31 19:29:19.032533,2026-03-31 19:29:25.188072,0 days 00:00:06.155539,28,1,2,9687,COMPLETE
858,-0.6106978315634694,2026-03-31 19:29:25.208761,2026-03-31 19:29:31.463271,0 days 00:00:06.254510,34,8,2,9996,COMPLETE
859,-0.5980879309927211,2026-03-31 19:29:31.493495,2026-03-31 19:29:37.468731,0 days 00:00:05.975236,32,1,3,9427,COMPLETE
860,-0.5735343977427023,2026-03-31 19:29:37.496650,2026-03-31 19:29:43.671537,0 days 00:00:06.174887,36,2,2,9798,COMPLETE
861,-0.5984740179779859,2026-03-31 19:29:43.693027,2026-03-31 19:29:49.547346,0 days 00:00:05.854319,30,1,2,9227,COMPLETE
862,-0.598845120477235,2026-03-31 19:29:49.568917,2026-03-31 19:29:55.647126,0 days 00:00:06.078209,37,1,2,9533,COMPLETE
863,-0.5734451036031788,2026-03-31 19:29:55.667569,2026-03-31 19:30:01.886459,0 days 00:00:06.218890,40,2,2,9835,COMPLETE
864,-0.5981100040585885,2026-03-31 19:30:01.909155,2026-03-31 19:30:08.413769,0 days 00:00:06.504614,35,1,3,9659,COMPLETE
865,-0.5734470799336213,2026-03-31 19:30:08.429593,2026-03-31 19:30:15.092724,0 days 00:00:06.663131,33,2,2,9996,COMPLETE
866,-0.5986730877823614,2026-03-31 19:30:15.105676,2026-03-31 19:30:21.231652,0 days 00:00:06.125976,30,1,2,9433,COMPLETE
867,-0.5935007591298981,2026-03-31 19:30:21.249384,2026-03-31 19:30:24.827412,0 days 00:00:03.578028,27,7,3,5513,COMPLETE
868,-0.5995798788505392,2026-03-31 19:30:24.845672,2026-03-31 19:30:27.587817,0 days 00:00:02.742145,38,1,2,4140,COMPLETE
869,-0.598585349902016,2026-03-31 19:30:27.608971,2026-03-31 19:30:33.952342,0 days 00:00:06.343371,36,1,2,9695,COMPLETE
870,-0.5734088875550798,2026-03-31 19:30:33.981026,2026-03-31 19:30:39.891228,0 days 00:00:05.910202,32,2,3,9104,COMPLETE
871,-0.5982209209808278,2026-03-31 19:30:39.920058,2026-03-31 19:30:46.319734,0 days 00:00:06.399676,34,1,2,9992,COMPLETE
872,-0.5955498438022375,2026-03-31 19:30:46.337982,2026-03-31 19:30:52.220760,0 days 00:00:05.882778,37,1,20,9298,COMPLETE
873,-0.5735525331121535,2026-03-31 19:30:52.241141,2026-03-31 19:30:58.476309,0 days 00:00:06.235168,31,2,2,9803,COMPLETE
874,-0.7233796996574577,2026-03-31 19:30:58.496578,2026-03-31 19:31:04.048733,0 days 00:00:05.552155,39,15,3,9540,COMPLETE
875,-0.5986989022283135,2026-03-31 19:31:04.065462,2026-03-31 19:31:10.267712,0 days 00:00:06.202250,29,1,2,9665,COMPLETE
876,-0.573379715004816,2026-03-31 19:31:10.294463,2026-03-31 19:31:15.964591,0 days 00:00:05.670128,21,2,2,8883,COMPLETE
877,-0.5980972410041352,2026-03-31 19:31:15.982655,2026-03-31 19:31:22.013631,0 days 00:00:06.030976,33,1,3,9414,COMPLETE
878,-0.5983623761387253,2026-03-31 19:31:22.031266,2026-03-31 19:31:28.264623,0 days 00:00:06.233357,36,1,2,9826,COMPLETE
879,-0.6480482560121315,2026-03-31 19:31:28.289663,2026-03-31 19:31:34.412153,0 days 00:00:06.122490,35,11,2,9823,COMPLETE
880,-0.723719323360857,2026-03-31 19:31:34.436146,2026-03-31 19:31:39.861541,0 days 00:00:05.425395,31,20,5,9554,COMPLETE
881,-0.5975219839967338,2026-03-31 19:31:39.885565,2026-03-31 19:31:46.199608,0 days 00:00:06.314043,37,1,3,9993,COMPLETE
882,-0.5985213841321521,2026-03-31 19:31:46.223943,2026-03-31 19:31:52.093706,0 days 00:00:05.869763,32,1,2,9242,COMPLETE
883,-0.5736985295784853,2026-03-31 19:31:52.110856,2026-03-31 19:31:58.283686,0 days 00:00:06.172830,39,2,2,9705,COMPLETE
884,-0.5988458207845602,2026-03-31 19:31:58.301519,2026-03-31 19:32:04.292554,0 days 00:00:05.991035,29,1,2,9497,COMPLETE
885,-0.5735229695061638,2026-03-31 19:32:04.310711,2026-03-31 19:32:10.515381,0 days 00:00:06.204670,30,2,2,9816,COMPLETE
886,-0.5975206877971673,2026-03-31 19:32:10.539936,2026-03-31 19:32:16.934468,0 days 00:00:06.394532,37,1,3,9994,COMPLETE
887,-0.5986694868307028,2026-03-31 19:32:16.951450,2026-03-31 19:32:23.103178,0 days 00:00:06.151728,34,1,2,9676,COMPLETE
888,-0.5733863452918817,2026-03-31 19:32:23.120294,2026-03-31 19:32:28.848207,0 days 00:00:05.727913,33,2,3,9068,COMPLETE
889,-0.5984254307768635,2026-03-31 19:32:28.865608,2026-03-31 19:32:34.837247,0 days 00:00:05.971639,38,1,2,9362,COMPLETE
890,-0.598845735840664,2026-03-31 19:32:34.854586,2026-03-31 19:32:40.898639,0 days 00:00:06.044053,28,1,2,9550,COMPLETE
891,-0.5976652837375729,2026-03-31 19:32:40.923023,2026-03-31 19:32:47.239861,0 days 00:00:06.316838,35,1,3,9832,COMPLETE
892,-0.5986080017967348,2026-03-31 19:32:47.253690,2026-03-31 19:32:53.436260,0 days 00:00:06.182570,32,1,2,9687,COMPLETE
893,-0.5736105181379362,2026-03-31 19:32:53.454582,2026-03-31 19:32:59.283064,0 days 00:00:05.828482,38,2,2,9282,COMPLETE
894,-0.5735178050409557,2026-03-31 19:32:59.300504,2026-03-31 19:33:05.483068,0 days 00:00:06.182564,30,2,4,9821,COMPLETE
895,-0.598852960977686,2026-03-31 19:33:05.507830,2026-03-31 19:33:11.610104,0 days 00:00:06.102274,34,1,2,9546,COMPLETE
896,-0.5980412773840437,2026-03-31 19:33:11.635001,2026-03-31 19:33:17.625543,0 days 00:00:05.990542,36,1,3,9400,COMPLETE
897,-0.5769395054225204,2026-03-31 19:33:17.654952,2026-03-31 19:33:23.861578,0 days 00:00:06.206626,24,5,2,9816,COMPLETE
898,-0.5737553545130399,2026-03-31 19:33:23.880818,2026-03-31 19:33:29.983529,0 days 00:00:06.102711,31,2,2,9649,COMPLETE
899,-0.5978175255338394,2026-03-31 19:33:30.003917,2026-03-31 19:33:35.750017,0 days 00:00:05.746100,29,1,3,9057,COMPLETE
900,-0.5983113310258268,2026-03-31 19:33:35.767658,2026-03-31 19:33:42.076703,0 days 00:00:06.309045,33,1,2,9853,COMPLETE
901,-0.7237173742885217,2026-03-31 19:33:42.105501,2026-03-31 19:33:47.797285,0 days 00:00:05.691784,35,16,2,9985,COMPLETE
902,-0.5686337979266582,2026-03-31 19:33:47.825715,2026-03-31 19:33:53.859507,0 days 00:00:06.033792,37,3,2,9565,COMPLETE
903,-0.5974521183447378,2026-03-31 19:33:53.881090,2026-03-31 19:34:00.204341,0 days 00:00:06.323251,40,1,3,10000,COMPLETE
904,-0.5856989224133,2026-03-31 19:34:00.221200,2026-03-31 19:34:06.043336,0 days 00:00:05.822136,38,6,9,9217,COMPLETE
905,-0.5986634644594402,2026-03-31 19:34:06.067962,2026-03-31 19:34:12.244646,0 days 00:00:06.176684,31,1,2,9675,COMPLETE
906,-0.5736543412551458,2026-03-31 19:34:12.269413,2026-03-31 19:34:18.213983,0 days 00:00:05.944570,28,2,3,9379,COMPLETE
907,-0.5734330583267551,2026-03-31 19:34:18.238671,2026-03-31 19:34:24.563835,0 days 00:00:06.325164,30,2,2,9998,COMPLETE
908,-0.5983123009979343,2026-03-31 19:34:24.584622,2026-03-31 19:34:30.144540,0 days 00:00:05.559918,33,1,2,8743,COMPLETE
909,-0.5958583133043456,2026-03-31 19:34:30.164321,2026-03-31 19:34:36.144421,0 days 00:00:05.980100,36,1,18,9498,COMPLETE
910,-0.5985779937641971,2026-03-31 19:34:36.164149,2026-03-31 19:34:42.365874,0 days 00:00:06.201725,32,1,2,9696,COMPLETE
911,-0.5709633798832415,2026-03-31 19:34:42.393812,2026-03-31 19:34:48.556413,0 days 00:00:06.162601,41,4,3,9804,COMPLETE
912,-0.5988750800518968,2026-03-31 19:34:48.584548,2026-03-31 19:34:54.666858,0 days 00:00:06.082310,34,1,2,9541,COMPLETE
913,-0.5723061776451969,2026-03-31 19:34:54.687330,2026-03-31 19:34:58.018897,0 days 00:00:03.331567,39,2,2,5166,COMPLETE
914,-0.5979287653163913,2026-03-31 19:34:58.047076,2026-03-31 19:35:04.011784,0 days 00:00:05.964708,35,1,3,9237,COMPLETE
915,-0.72372314667678,2026-03-31 19:35:04.027115,2026-03-31 19:35:09.744195,0 days 00:00:05.717080,37,17,2,9828,COMPLETE
916,-0.573734817796727,2026-03-31 19:35:09.768805,2026-03-31 19:35:16.016741,0 days 00:00:06.247936,31,2,2,9672,COMPLETE
917,-0.5986376262187267,2026-03-31 19:35:16.032655,2026-03-31 19:35:22.154630,0 days 00:00:06.121975,30,1,2,9414,COMPLETE
918,-0.6061210074130674,2026-03-31 19:35:22.174254,2026-03-31 19:35:28.516800,0 days 00:00:06.342546,27,1,15,9997,COMPLETE
919,-0.5736868769358242,2026-03-31 19:35:28.546451,2026-03-31 19:35:34.707482,0 days 00:00:06.161031,29,2,3,9684,COMPLETE
920,-0.5977289773315606,2026-03-31 19:35:34.728452,2026-03-31 19:35:40.935446,0 days 00:00:06.206994,37,1,3,9820,COMPLETE
921,-0.5987647020299978,2026-03-31 19:35:40.957175,2026-03-31 19:35:46.978236,0 days 00:00:06.021061,32,1,2,9448,COMPLETE
922,-0.5982642707985509,2026-03-31 19:35:46.998616,2026-03-31 19:35:52.750538,0 days 00:00:05.751922,36,1,2,9021,COMPLETE
923,-0.7237185201422112,2026-03-31 19:35:52.777471,2026-03-31 19:35:58.339631,0 days 00:00:05.562160,38,18,2,9629,COMPLETE
924,-0.5735671809503158,2026-03-31 19:35:58.368246,2026-03-31 19:36:04.209174,0 days 00:00:05.840928,35,2,2,9266,COMPLETE
925,-0.5977054114248099,2026-03-31 19:36:04.229267,2026-03-31 19:36:10.467268,0 days 00:00:06.238001,33,1,3,9814,COMPLETE
926,-0.5988541473838254,2026-03-31 19:36:10.489367,2026-03-31 19:36:16.487332,0 days 00:00:05.997965,34,1,2,9479,COMPLETE
927,-0.5896508649490354,2026-03-31 19:36:16.516034,2026-03-31 19:36:22.709791,0 days 00:00:06.193757,28,2,13,9830,COMPLETE
928,-0.5982013203899186,2026-03-31 19:36:22.727933,2026-03-31 19:36:29.093603,0 days 00:00:06.365670,36,1,2,9996,COMPLETE
929,-0.5983404167584753,2026-03-31 19:36:29.113940,2026-03-31 19:36:34.709730,0 days 00:00:05.595790,31,1,4,8856,COMPLETE
930,-0.5734273416718558,2026-03-31 19:36:34.730639,2026-03-31 19:36:41.088261,0 days 00:00:06.357622,38,2,2,9999,COMPLETE
931,-0.6029278710223877,2026-03-31 19:36:41.105877,2026-03-31 19:36:47.213672,0 days 00:00:06.107795,39,1,16,9638,COMPLETE
932,-0.5984258770134974,2026-03-31 19:36:47.234520,2026-03-31 19:36:53.087536,0 days 00:00:05.853016,30,1,2,9170,COMPLETE
933,-0.5986513520182182,2026-03-31 19:36:53.116212,2026-03-31 19:36:59.115442,0 days 00:00:05.999230,29,1,2,9430,COMPLETE
934,-0.5736849333764867,2026-03-31 19:36:59.147415,2026-03-31 19:37:05.283916,0 days 00:00:06.136501,32,2,3,9688,COMPLETE
935,-0.5684422218985568,2026-03-31 19:37:05.313058,2026-03-31 19:37:11.580094,0 days 00:00:06.267036,33,3,2,9821,COMPLETE
936,-0.5982599879299594,2026-03-31 19:37:11.600728,2026-03-31 19:37:17.616119,0 days 00:00:06.015391,37,1,3,9548,COMPLETE
937,-0.5735807321998306,2026-03-31 19:37:17.634170,2026-03-31 19:37:23.844811,0 days 00:00:06.210641,31,2,2,9334,COMPLETE
938,-0.5977633063740703,2026-03-31 19:37:23.866028,2026-03-31 19:37:30.038761,0 days 00:00:06.172733,35,1,3,9796,COMPLETE
939,-0.5686692089907576,2026-03-31 19:37:30.067921,2026-03-31 19:37:36.104549,0 days 00:00:06.036628,36,3,2,9550,COMPLETE
940,-0.5983835795071902,2026-03-31 19:37:36.122637,2026-03-31 19:37:42.410401,0 days 00:00:06.287764,34,1,2,9824,COMPLETE
941,-0.5974939025894831,2026-03-31 19:37:42.427675,2026-03-31 19:37:48.792394,0 days 00:00:06.364719,39,1,3,9996,COMPLETE
942,-0.5737388207662061,2026-03-31 19:37:48.807063,2026-03-31 19:37:54.910212,0 days 00:00:06.103149,32,2,2,9657,COMPLETE
943,-0.5983853998266474,2026-03-31 19:37:54.935306,2026-03-31 19:38:00.729131,0 days 00:00:05.793825,37,1,2,9095,COMPLETE
944,-0.5736277403046627,2026-03-31 19:38:00.754055,2026-03-31 19:38:06.646278,0 days 00:00:05.892223,29,2,2,9343,COMPLETE
945,-0.5981351539489076,2026-03-31 19:38:06.671151,2026-03-31 19:38:12.806733,0 days 00:00:06.135582,40,1,3,9652,COMPLETE
946,-0.598187020621286,2026-03-31 19:38:12.825265,2026-03-31 19:38:19.169985,0 days 00:00:06.344720,30,1,2,9997,COMPLETE
947,-0.5988490639767654,2026-03-31 19:38:19.188263,2026-03-31 19:38:25.241453,0 days 00:00:06.053190,33,1,2,9476,COMPLETE
948,-0.5735274189875326,2026-03-31 19:38:25.258684,2026-03-31 19:38:31.484048,0 days 00:00:06.225364,38,2,2,9802,COMPLETE
949,-0.5981476310612143,2026-03-31 19:38:31.509643,2026-03-31 19:38:37.627240,0 days 00:00:06.117597,36,1,3,9630,COMPLETE
950,-0.5984740179779859,2026-03-31 19:38:37.648603,2026-03-31 19:38:43.523482,0 days 00:00:05.874879,34,1,2,9227,COMPLETE
951,-0.5983623761387256,2026-03-31 19:38:43.544820,2026-03-31 19:38:49.793624,0 days 00:00:06.248804,31,1,2,9826,COMPLETE
952,-0.5734273416718556,2026-03-31 19:38:49.813850,2026-03-31 19:38:56.186679,0 days 00:00:06.372829,32,2,3,9999,COMPLETE
